Word,Category,Definition,Definition,Definition,Definition,Definition,Definition,Definition,Definition,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
exaggeration,noun,покшолгавтома,,,,,,,,,,,,,,,,,,,
examination,noun,экзам,,,,,,,,,,,,,,,,,,,
examine,verb,ванномс,,,,,,,,,,,,,,,,,,,
example,noun,"невтевкс, пример",,,,,,,,,,,,,,,,,,,
excavate,verb,"таргамс, чувномс-витнемс",,,,,,,,,,,,,,,,,,,
excavation,noun,"таргамо, чувнома-витнема",,,,,,,,,,,,,,,,,,,
exceed,verb,(теемс лиянь коряс седе пек),,,,,,,,,,,,,,,,,,,
excellence,noun,эйпарочи,,,,,,,,,,,,,,,,,,,
excellent,adjective,эйпаро,,,,,,,,,,,,,,,,,,,
except,preposition,башка,,,,,,,,,,,,,,,,,,,
exception,noun,башка ёнкс,,,,,,,,,,,,,,,,,,,
exceptional,adjective,пек паро,,,,,,,,,,,,,,,,,,,
excess,noun,ламочи,,,,,,,,,,,,,,,,,,,
excessive,adjective,"ламо, лишной",,,,,,,,,,,,,,,,,,,
exchange,noun,полавтома,,,,,,,,,,,,,,,,,,,
exchange,verb,полавтомс,,,,,,,,,,,,,,,,,,,
excite,verb,кециявтомс,,,,,,,,,,,,,,,,,,,
excited,adjective,кецявтозь,,,,,,,,,,,,,,,,,,,
excitement,noun,кецямочи,,,,,,,,,,,,,,,,,,,
exciting,adjective,кецявтыця,,,,,,,,,,,,,,,,,,,
exclude,verb,а саемс лиятнень марто,,,,,,,,,,,,,,,,,,,
exclusion,noun,"башка кадома, ве ёнов кадома",,,,,,,,,,,,,,,,,,,
exclusive,adjective,ансяк зярыянь арсезь,,,,,,,,,,,,,,,,,,,
excursion,noun,нурькине киланго,,,,,,,,,,,,,,,,,,,
excusable,adjective,нолдавикс (чумо),,,,,,,,,,,,,,,,,,,
excuse,noun,тувал (мекс эзь тее...),,,,,,,,,,,,,,,,,,,
excuse,verb,нолдамс чумо ,нолдамс (молеме),,,,,,,,,,,,,,,,,,
execute,verb,(kill) истожамс,,,,,,,,,,,,,,,,,,,
execution,noun,истожамо,,,,,,,,,,,,,,,,,,,
executive,adjective,топавтыцянь,,,,,,,,,,,,,,,,,,,
exempt,adjective,олякстомтозь (пандомадо),,,,,,,,,,,,,,,,,,,
exemption,noun,(пандомадо) олякстомтома,,,,,,,,,,,,,,,,,,,
exercise,noun,(sport) зарядка,,,,,,,,,,,,,,,,,,,
exercise,verb,теемс зарядка,,,,,,,,,,,,,,,,,,,
exhaust,noun,(fumes) машинасто лиси(ця) газ,,,,,,,,,,,,,,,,,,,
exhaust,verb,(use) ютавтомс пес,,,,,,,,,,,,,,,,,,,
exhausted,adjective,(tired) сизезь,,,,,,,,,,,,,,,,,,,
exhausting,adjective,сизевтиця,,,,,,,,,,,,,,,,,,,
exhaustion,noun,сизевтема,,,,,,,,,,,,,,,,,,,
exhibit,verb,невтемс,,,,,,,,,,,,,,,,,,,
exhibition,noun,"невтелма, невтема",,,,,,,,,,,,,,,,,,,
exile,noun,масторсто панема,,,,,,,,,,,,,,,,,,,
exist,verb,"улемс, эрямс",,,,,,,,,,,,,,,,,,,
existence,noun,улема,,,,,,,,,,,,,,,,,,,
exit,noun,"лисема кенкш, лисема тарка",,,,,,,,,,,,,,,,,,,
exit,verb,лисемс,,,,,,,,,,,,,,,,,,,
exotic,adjective,экзотической,,,,,,,,,,,,,,,,,,,
expand,verb,"кастомс, покшолгавтомс",,,,,,,,,,,,,,,,,,,
expansion,noun,касома,,,,,,,,,,,,,,,,,,,
expect,verb,учомс,,,,,,,,,,,,,,,,,,,
expectation,noun,учомачи,,,,,,,,,,,,,,,,,,,
expedition,noun,экспедиция,,,,,,,,,,,,,,,,,,,
expel,verb,панемс (школасто),,,,,,,,,,,,,,,,,,,
expenditure,noun,ярмаконь ютавтома,,,,,,,,,,,,,,,,,,,
expense,noun,питне,,,,,,,,,,,,,,,,,,,
expensive,adjective,питней,,,,,,,,,,,,,,,,,,,
experience,noun,"опыт, тонадкст",,,,,,,,,,,,,,,,,,,
experiment,noun,эксперимент,,,,,,,,,,,,,,,,,,,
expert,noun,"тев соды, тевс чарькодиця",,,,,,,,,,,,,,,,,,,
expiration,noun,срок,,,,,,,,,,,,,,,,,,,
expire,verb,срокось ютамс,,,,,,,,,,,,,,,,,,,
explain,verb,чарькодевтемс,,,,,,,,,,,,,,,,,,,
explanation,noun,чарькодевтема,,,,,,,,,,,,,,,,,,,
explode,verb,сеземс,,,,,,,,,,,,,,,,,,,
exploitation,noun,эксплуатировамо,,,,,,,,,,,,,,,,,,,
exploration,noun,од ёнксонь-таркань панжома,,,,,,,,,,,,,,,,,,,
explore,verb,панжомс од ёнкст-таркат,,,,,,,,,,,,,,,,,,,
explorer,noun,од ёнксонь панжиця,,,,,,,,,,,,,,,,,,,
explosion,noun,сезевема,,,,,,,,,,,,,,,,,,,
explosive,adjective,сезевиця,,,,,,,,,,,,,,,,,,,
explosive,noun,сеземапель,,,,,,,,,,,,,,,,,,,
export,noun,"экспорт, масторсто ускома",,,,,,,,,,,,,,,,,,,
export,verb,"экспортировамс, ускомс масторсто",,,,,,,,,,,,,,,,,,,
exporter,noun,"экспортир, масторсто ускиця",,,,,,,,,,,,,,,,,,,
expose,verb,"штавтомс, ливтемс лангс",,,,,,,,,,,,,,,,,,,
exposure,noun,штавтома лангс ливтема,,,,,,,,,,,,,,,,,,,
express,verb,"(act) ёвтамс, невтемс",,,,,,,,,,,,,,,,,,,
expression,noun,(phrase) валмеревкс,,,,,,,,,,,,,,,,,,,
extend,verb,"поладомс, келейгавтомс",,,,,,,,,,,,,,,,,,,
extension,noun,(telephone) поладкс номер,,,,,,,,,,,,,,,,,,,
extensive,adjective,келей,,,,,,,,,,,,,,,,,,,
extent,noun,сатстома,,,,,,,,,,,,,,,,,,,
exterior,adjective,ушоёнкс,,,,,,,,,,,,,,,,,,,
exterminate,verb,куловтомс (таракант-мезть),,,,,,,,,,,,,,,,,,,
extermination,noun,куловтома,,,,,,,,,,,,,,,,,,,
external,adjective,ушонь,,,,,,,,,,,,,,,,,,,
extra,adjective,экстренной,,,,,,,,,,,,,,,,,,,
extraordinary,adjective,экстренной,,,,,,,,,,,,,,,,,,,
extreme,adjective,ве пе аштиця,,,,,,,,,,,,,,,,,,,
extremely,adverb,пек-пек,,,,,,,,,,,,,,,,,,,
eye,noun,сельме,,,,,,,,,,,,,,,,,,,
eyebrow,noun,сельмечирьке,,,,,,,,,,,,,,,,,,,
eyelash,noun,сельмепона,,,,,,,,,,,,,,,,,,,
eyelid,noun,сельмекерь,,,,,,,,,,,,,,,,,,,
eyewitness,noun,сельменеиця,,,,,,,,,,,,,,,,,,,
Easter,noun,Инечи,,,,,,,,,,,,,,,,,,,
Europe,noun,"эвропа, Европа",,,,,,,,,,,,,,,,,,,
European,adjective,"эвропань, Европань",,,,,,,,,,,,,,,,,,,
European,noun,эвропань ломань,,,,,,,,,,,,,,,,,,,
fable,noun,фабула,,,,,,,,,,,,,,,,,,,
fabric,noun,коцт,,,,,,,,,,,,,,,,,,,
fabulous,adjective,ёвксонь кондямо,,,,,,,,,,,,,,,,,,,
face,noun,"чама, чачо",,,,,,,,,,,,,,,,,,,
facing,preposition,(across) каршо,,,,,,,,,,,,,,,,,,,
fact,noun,факта,,,,,,,,,,,,,,,,,,,
factory,noun,завод,,,,,,,,,,,,,,,,,,,
faculty,noun,тонавтыцят ,маштомачи,,,,,,,,,,,,,,,,,,
fade,verb,оласкадомс,,,,,,,,,,,,,,,,,,,
fail,verb,прамс ,сявордомс,,,,,,,,,,,,,,,,,,
failure,noun,изнявома,,,,,,,,,,,,,,,,,,,
faint,adjective,лавшо,,,,,,,,,,,,,,,,,,,
faint,verb,ёмавтомс ёжо,,,,,,,,,,,,,,,,,,,
fair,adjective,(good) апак маньчень,,,,,,,,,,,,,,,,,,,
fair,noun,(fun) ярмунка,,,,,,,,,,,,,,,,,,,
fairy,noun,фея,,,,,,,,,,,,,,,,,,,
fairytale,noun,ёвкс,,,,,,,,,,,,,,,,,,,
faith,noun,(trust) кемема,,,,,,,,,,,,,,,,,,,
faithful,adjective,кемевикс,,,,,,,,,,,,,,,,,,,
fake,noun,аволь алкуксонь,,,,,,,,,,,,,,,,,,,
fake,verb,теемс (-кс),,,,,,,,,,,,,,,,,,,
falcon,noun,кавал,,,,,,,,,,,,,,,,,,,
fall,noun,(season) сёкс,,,,,,,,,,,,,,,,,,,
fall,verb,прамс ,сявордомс,,,,,,,,,,,,,,,,,,
false,adjective,авиде,,,,,,,,,,,,,,,,,,,
fame,noun,содавиксчи,,,,,,,,,,,,,,,,,,,
familiar,adjective,содавикс,,,,,,,,,,,,,,,,,,,
family,noun,кудораське,,,,,,,,,,,,,,,,,,,
famine,noun,вачочи,,,,,,,,,,,,,,,,,,,
famous,adjective,пек содавикс,,,,,,,,,,,,,,,,,,,
fan,noun,(person) фанат,,,,,,,,,,,,,,,,,,,
fanatic,adjective,фанатикень,,,,,,,,,,,,,,,,,,,
fang,noun,(пупома) пей,,,,,,,,,,,,,,,,,,,
fantastic,adjective,фантастической,,,,,,,,,,,,,,,,,,,
fantasy,noun,фантазия,,,,,,,,,,,,,,,,,,,
far,adjective,"васолце, васолонь",,,,,,,,,,,,,,,,,,,
far,adverb,васоло,,,,,,,,,,,,,,,,,,,
fare,noun,пандомка,,,,,,,,,,,,,,,,,,,
farewell,noun,ильтема,,,,,,,,,,,,,,,,,,,
farm,noun,"ферма, хутор",,,,,,,,,,,,,,,,,,,
farmer,noun,фермер,,,,,,,,,,,,,,,,,,,
farmhouse,noun,"хутор, кудо",,,,,,,,,,,,,,,,,,,
farming,noun,видема-сокамо,,,,,,,,,,,,,,,,,,,
farmland,noun,сокамс мода,,,,,,,,,,,,,,,,,,,
farther,adverb,"седе тов, седе васов",,,,,,,,,,,,,,,,,,,
fascinating,adjective,мелень явовтыця,,,,,,,,,,,,,,,,,,,
fascination,noun,мелень явомачи,,,,,,,,,,,,,,,,,,,
fascism,noun,фашизма,,,,,,,,,,,,,,,,,,,
fascist,noun,фашист,,,,,,,,,,,,,,,,,,,
fashion,noun,мода (оршамонь),,,,,,,,,,,,,,,,,,,
fast,adjective,"эрей, эряза, бойка",,,,,,,,,,,,,,,,,,,
fast,noun,пост,,,,,,,,,,,,,,,,,,,
fast,verb,кирдемс пост,,,,,,,,,,,,,,,,,,,
fast,adverb,"эрейстэ, эрязасто, бойкасто",,,,,,,,,,,,,,,,,,,
fasten,verb,содомс,,,,,,,,,,,,,,,,,,,
fat,adjective,куяв,,,,,,,,,,,,,,,,,,,
fat,noun,(substance) куя,,,,,,,,,,,,,,,,,,,
fatal,adjective,куломань,,,,,,,,,,,,,,,,,,,
fate,noun,уцяска (парт-берянть),,,,,,,,,,,,,,,,,,,
father,noun,тетя,,,,,,,,,,,,,,,,,,,
father-in-law,noun,(wife's father) вата ,(husband's father) тетявт,,,,,,,,,,,,,,,,,,
fatigue,noun,сизема,,,,,,,,,,,,,,,,,,,
fatty,adjective,"оев, куяв",,,,,,,,,,,,,,,,,,,
faucet,noun,кран,,,,,,,,,,,,,,,,,,,
fault,noun,"(defect) асатыкс, колавкс",,,,,,,,,,,,,,,,,,,
favor,noun,паро (пандомс),,,,,,,,,,,,,,,,,,,
favor,verb,ловомс (лиянь коряс) вадрякс,,,,,,,,,,,,,,,,,,,
favorable,adjective,"паро, мельстуиця",,,,,,,,,,,,,,,,,,,
favorite,noun,вечкема (васенце),,,,,,,,,,,,,,,,,,,
fawn,noun,идемсеянь левкс,,,,,,,,,,,,,,,,,,,
fear,noun,пелема,,,,,,,,,,,,,,,,,,,
fearless,adjective,"пелемавтомо, пелема арась",,,,,,,,,,,,,,,,,,,
feasible,adjective,"теевикс, кемевикс",,,,,,,,,,,,,,,,,,,
feast,noun,"покш чи, кеняркс чи",,,,,,,,,,,,,,,,,,,
feat,noun,тев,,,,,,,,,,,,,,,,,,,
feather,noun,толга,,,,,,,,,,,,,,,,,,,
feature,noun,(quality) ёнкс,,,,,,,,,,,,,,,,,,,
federal,adjective,федерациянь,,,,,,,,,,,,,,,,,,,
federation,noun,федерация,,,,,,,,,,,,,,,,,,,
fee,noun,каявкс,,,,,,,,,,,,,,,,,,,
feeble,adjective,лавшо,,,,,,,,,,,,,,,,,,,
feed,noun,"андомапель, кором",,,,,,,,,,,,,,,,,,,
feed,verb,андомс,,,,,,,,,,,,,,,,,,,
feel,verb,марямс,,,,,,,,,,,,,,,,,,,
feeling,noun,ёжамарямо,,,,,,,,,,,,,,,,,,,
fellowship,noun,ялга ютко,,,,,,,,,,,,,,,,,,,
female,adjective,"ава сымень, авака",,,,,,,,,,,,,,,,,,,
female,noun,тейтерьава,,,,,,,,,,,,,,,,,,,
feminine,adjective,(grammar) авасымень,,,,,,,,,,,,,,,,,,,
fence,noun,пирявт,,,,,,,,,,,,,,,,,,,
fender,noun,буфер,,,,,,,,,,,,,,,,,,,
ferry,noun,паром,,,,,,,,,,,,,,,,,,,
fertile,adjective,норов,,,,,,,,,,,,,,,,,,,
fertilize,verb,"назёмиявтомс, навозыявтомс (field пакся)",,,,,,,,,,,,,,,,,,,
fertilizer,noun,"назём, удобрения",,,,,,,,,,,,,,,,,,,
festival,noun,фестиваль,,,,,,,,,,,,,,,,,,,
feud,noun,кежей-верев пелькстамо,,,,,,,,,,,,,,,,,,,
fever,noun,температура,,,,,,,,,,,,,,,,,,,
few,adjective,аламо,,,,,,,,,,,,,,,,,,,
fewer,adjective,седе аламо,,,,,,,,,,,,,,,,,,,
fiance,noun,алуж,,,,,,,,,,,,,,,,,,,
fiancee,noun,алуж,,,,,,,,,,,,,,,,,,,
fiber,noun,сэльге,,,,,,,,,,,,,,,,,,,
fiberglass,noun,сэльгесулика,,,,,,,,,,,,,,,,,,,
fictitious,adjective,"аволь алкуксонь, арсень",,,,,,,,,,,,,,,,,,,
fiddle,noun,гарзи,,,,,,,,,,,,,,,,,,,
fiddler,noun,гарзисэ седи,,,,,,,,,,,,,,,,,,,
fidelity,noun,(полань туртов) кемевикс,,,,,,,,,,,,,,,,,,,
fidget,verb,"талномс, пизямомс",,,,,,,,,,,,,,,,,,,
field,noun,пакся,,,,,,,,,,,,,,,,,,,
fierce,adjective,кежей,,,,,,,,,,,,,,,,,,,
fifteen,numeral,кеветее,,,,,,,,,,,,,,,,,,,
fifth,determiner,ветееце,,,,,,,,,,,,,,,,,,,
fifty,numeral,ветенькемень,,,,,,,,,,,,,,,,,,,
fig,noun,инжир,,,,,,,,,,,,,,,,,,,
fight,noun,тюрема,,,,,,,,,,,,,,,,,,,
fight,verb,тюремс,,,,,,,,,,,,,,,,,,,
fighter,noun,тюриця ,(aircraft) истребитель,,,,,,,,,,,,,,,,,,
figure,noun,(number) цифра ,(shape) фигура,,,,,,,,,,,,,,,,,,
file,noun,(tool) подпилка,,,,,,,,,,,,,,,,,,,
filing cabinet,noun,архившкап,,,,,,,,,,,,,,,,,,,
fill,verb,пештемс,,,,,,,,,,,,,,,,,,,
filling,noun,пломба,,,,,,,,,,,,,,,,,,,
film,noun,(coating) келькш ,(movie) кино,,,,,,,,,,,,,,,,,,
filter,noun,"суртямка, фильтер",,,,,,,,,,,,,,,,,,,
filter,verb,"суртямс, педямс",,,,,,,,,,,,,,,,,,,
filth,noun,рудаз,,,,,,,,,,,,,,,,,,,
filthy,adjective,"рудазов, рудаз потсо",,,,,,,,,,,,,,,,,,,
fin,noun,(калонь) сёлмо,,,,,,,,,,,,,,,,,,,
finally,adverb,"окойники, меельцекс",,,,,,,,,,,,,,,,,,,
finance,noun,финанс,,,,,,,,,,,,,,,,,,,
finance,verb,финансировамс,,,,,,,,,,,,,,,,,,,
financial,adjective,финансонь,,,,,,,,,,,,,,,,,,,
find,verb,муемс,,,,,,,,,,,,,,,,,,,
fine,adjective,(good) вадря,,,,,,,,,,,,,,,,,,,
fine,noun,(penalty) штраф,,,,,,,,,,,,,,,,,,,
fine,verb,пандовтомс штраф,,,,,,,,,,,,,,,,,,,
finger,noun,сур,,,,,,,,,,,,,,,,,,,
fingernail,noun,кенже (суронь),,,,,,,,,,,,,,,,,,,
fingerprint,noun,сур ки,,,,,,,,,,,,,,,,,,,
finish,verb,"прядомс, прядовомс, весиямс",,,,,,,,,,,,,,,,,,,
fire,noun,тол,,,,,,,,,,,,,,,,,,,
fire alarm,noun,кирви толдо сигнал,,,,,,,,,,,,,,,,,,,
fireman,noun,"толмадсти, пожарной",,,,,,,,,,,,,,,,,,,
fireplace,noun,"толонь теема тарка, толбандя",,,,,,,,,,,,,,,,,,,
fireworks,noun,феерверк,,,,,,,,,,,,,,,,,,,
firm,adjective,кеме,,,,,,,,,,,,,,,,,,,
first,determiner,васень ,васенце,,,,,,,,,,,,,,,,,,
fish,noun,кал,,,,,,,,,,,,,,,,,,,
fish,verb,"кундсемс кал, ульмамс",,,,,,,,,,,,,,,,,,,
fisherman,noun,калонь кундыця,,,,,,,,,,,,,,,,,,,
fishing,noun,калонь кундамо,,,,,,,,,,,,,,,,,,,
fishing boat,noun,калонь кундамо венч,,,,,,,,,,,,,,,,,,,
fishing line,noun,леска,,,,,,,,,,,,,,,,,,,
fishing pole,noun,ульма,,,,,,,,,,,,,,,,,,,
fist,noun,мокшна,,,,,,,,,,,,,,,,,,,
fit,verb,"(object) ладямс, молемс",,,,,,,,,,,,,,,,,,,
fitness,noun,шумбрачи,,,,,,,,,,,,,,,,,,,
fitting,noun,стандардной пелькс ,ладямо,,,,,,,,,,,,,,,,,,
five,numeral,вете,,,,,,,,,,,,,,,,,,,
fix,verb,витнемс-петнемс,,,,,,,,,,,,,,,,,,,
fixture,noun,ве таркасо аштиця пелькс,,,,,,,,,,,,,,,,,,,
flag,noun,флаг,,,,,,,,,,,,,,,,,,,
flame,noun,толкель,,,,,,,,,,,,,,,,,,,
flap,noun,клапан,,,,,,,,,,,,,,,,,,,
flare,noun,"ракетка, сигнал",,,,,,,,,,,,,,,,,,,
flash,noun,кивчкадема,,,,,,,,,,,,,,,,,,,
flashlight,noun,фонарик,,,,,,,,,,,,,,,,,,,
flat,adjective,лапужа,,,,,,,,,,,,,,,,,,,
flat,noun,"(home, apartment) квартера, фатера",,,,,,,,,,,,,,,,,,,
flatten,verb,лапужкавтомс,,,,,,,,,,,,,,,,,,,
flatter,verb,сельмс шнамс,,,,,,,,,,,,,,,,,,,
flavor,noun,"тансть, раст",,,,,,,,,,,,,,,,,,,
flavoring,noun,танстень максома,,,,,,,,,,,,,,,,,,,
flaw,noun,асатыкс,,,,,,,,,,,,,,,,,,,
flawless,adjective,"шумбра, цела",,,,,,,,,,,,,,,,,,,
flea,noun,"чучака, чичай",,,,,,,,,,,,,,,,,,,
flee,verb,оргодемс,,,,,,,,,,,,,,,,,,,
fleece,noun,(sheep) ревеланго,,,,,,,,,,,,,,,,,,,
fleet,noun,морфлот,,,,,,,,,,,,,,,,,,,
flesh,noun,"кедь, киське ",сывель,,,,,,,,,,,,,,,,,,
flexible,adjective,"ёлганя, мендявикс",,,,,,,,,,,,,,,,,,,
flight,noun,(ёроплансо) рейс ,ливтямо,,,,,,,,,,,,,,,,,,
float,verb,уемс ,уевтемс,,,,,,,,,,,,,,,,,,
flood,noun,"чадо, чадыведь",,,,,,,,,,,,,,,,,,,
floor,noun,"киякс, масторкс",,,,,,,,,,,,,,,,,,,
floor board,noun,масторкслаз,,,,,,,,,,,,,,,,,,,
florist,noun,цецямикшни,,,,,,,,,,,,,,,,,,,
flour,noun,"почт, тов",,,,,,,,,,,,,,,,,,,
flow,verb,чудемс,,,,,,,,,,,,,,,,,,,
flower,noun,"цеця, панчт",,,,,,,,,,,,,,,,,,,
flower pot,noun,цецячакш,,,,,,,,,,,,,,,,,,,
flu,noun,грипп,,,,,,,,,,,,,,,,,,,
fluctuate,verb,полавтнемс,,,,,,,,,,,,,,,,,,,
fluctuation,noun,полавтнема,,,,,,,,,,,,,,,,,,,
fluent,adjective,"паро, теке пештть чулгони",,,,,,,,,,,,,,,,,,,
fluid,adjective,летьке,,,,,,,,,,,,,,,,,,,
fluid,noun,летьке,,,,,,,,,,,,,,,,,,,
flute,noun,флейта,,,,,,,,,,,,,,,,,,,
fly,noun,карво,,,,,,,,,,,,,,,,,,,
fly,verb,ливтямс,,,,,,,,,,,,,,,,,,,
fog,noun,сув,,,,,,,,,,,,,,,,,,,
foggy,adjective,сувов,,,,,,,,,,,,,,,,,,,
fold,verb,мендямс,,,,,,,,,,,,,,,,,,,
folder,noun,папка,,,,,,,,,,,,,,,,,,,
folk,noun,ломанть,,,,,,,,,,,,,,,,,,,
folklore,noun,фольклор,,,,,,,,,,,,,,,,,,,
folks,noun,тетят-ават,,,,,,,,,,,,,,,,,,,
follow,verb,молемс (киньгак) мельга,,,,,,,,,,,,,,,,,,,
following,determiner,омбоце ,седе мейле,,,,,,,,,,,,,,,,,,
fond,adjective,мельстуиця (ледстямо) ,вечкиця,,,,,,,,,,,,,,,,,,
food,noun,ярсамопель,,,,,,,,,,,,,,,,,,,
food poisoning,noun,(ярсамопельде) отравамо,,,,,,,,,,,,,,,,,,,
fool,noun,"превтеме, чавола",,,,,,,,,,,,,,,,,,,
foot,noun,пильге (лапа) ,пильге пе (of the bed удома таркань),,,,,,,,,,,,,,,,,,
footprint,noun,пильге ки,,,,,,,,,,,,,,,,,,,
for,preposition,туртов ,кисэ; мельга; -с ,-нень,,,,,,,,,,,,,,,,,
forbid,verb,"кардамс, а меремс (from doing теемадо)",,,,,,,,,,,,,,,,,,,
forbidden,adjective,кардазь,,,,,,,,,,,,,,,,,,,
force,noun,вий,,,,,,,,,,,,,,,,,,,
forceful,adjective,вийсэ,,,,,,,,,,,,,,,,,,,
forearm,noun,"кедьсеерькс, кедерькс",,,,,,,,,,,,,,,,,,,
forecast,noun,икелев ёвтамо,,,,,,,,,,,,,,,,,,,
forehead,noun,коня,,,,,,,,,,,,,,,,,,,
foreign,adjective,"ломань, лия масторонь",,,,,,,,,,,,,,,,,,,
foreigner,noun,лия масторонь ломань,,,,,,,,,,,,,,,,,,,
foresight,noun,икелепелев ёрамо,,,,,,,,,,,,,,,,,,,
forest,noun,вирь,,,,,,,,,,,,,,,,,,,
forestry,noun,вирькирдема,,,,,,,,,,,,,,,,,,,
forever,adverb,"пингеде пингс, свал",,,,,,,,,,,,,,,,,,,
forgery,noun,фальшивка,,,,,,,,,,,,,,,,,,,
forget,verb,стувтомс,,,,,,,,,,,,,,,,,,,
forgetful,adjective,стувтыця,,,,,,,,,,,,,,,,,,,
forgive,verb,нолдамс чумо,,,,,,,,,,,,,,,,,,,
forgiveness,noun,чумонь нолдамо,,,,,,,,,,,,,,,,,,,
fork,noun,(road) киуло ,(utensil) сянгине,,,,,,,,,,,,,,,,,,
form,noun,"парцун, форма",,,,,,,,,,,,,,,,,,,
formal,adjective,формальной,,,,,,,,,,,,,,,,,,,
formality,noun,формальность,,,,,,,,,,,,,,,,,,,
formally,adverb,формальна,,,,,,,,,,,,,,,,,,,
format,noun,формат,,,,,,,,,,,,,,,,,,,
former,adjective,икельце ,икелень,,,,,,,,,,,,,,,,,,
formerly,adverb,икеле,,,,,,,,,,,,,,,,,,,
formula,noun,формула,,,,,,,,,,,,,,,,,,,
fortnight,noun,кавто таргот,,,,,,,,,,,,,,,,,,,
fortress,noun,ошпандо,,,,,,,,,,,,,,,,,,,
fortunate,adjective,уцяскав,,,,,,,,,,,,,,,,,,,
fortunately,adverb,пек паро,,,,,,,,,,,,,,,,,,,
fortune,noun,(wealth) сюпавчи ,(fate) уцяска,,,,,,,,,,,,,,,,,,
forty,numeral,ниленьгемень,,,,,,,,,,,,,,,,,,,
