Word,Definition,Category,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
dictatorship,диктатура,,,,,,,,,,,,,
dictionary,валкс,,,,,,,,,,,,,
die,куломс,,,,,,,,,,,,,
diet,диета,,,,,,,,,,,,,
difference,явовома,,,,,,,,,,,,,
difficult,стака (тев),,,,,,,,,,,,,
difficulty,стакачи,,,,,,,,,,,,,
dig,чувномс,,,,,,,,,,,,,
digest,соламс (пексэ ярсамопель),,,,,,,,,,,,,
digestion,(ярсамопелень) соламо,,,,,,,,,,,,,
dignity,чамачи; достоинства,,,,,,,,,,,,,
dilemma,стака кочкамо,,,,,,,,,,,,,
diligence,мелень путома,,,,,,,,,,,,,
diligent,мелень; виень путыця,,,,,,,,,,,,,
dilute,вецакавтомс; ведиявтомс,,,,,,,,,,,,,
dimension,кувалмот-келеть; онкс,,,,,,,,,,,,,
dine,ярсамс,,,,,,,,,,,,,
dining room,ярсамо нупаль / кудо,,,,,,,,,,,,,
dinner,чокшнэнь ярсамо,,,,,,,,,,,,,
dinosaur,диносавр,,,,,,,,,,,,,
dip,навтамс,,,,,,,,,,,,,
diploma,диплома,,,,,,,,,,,,,
diplomat,дипломат,,,,,,,,,,,,,
direct,видьстэ(нь),,,,,,,,,,,,,
direct,ветямс,,,,,,,,,,,,,
direction,ёнкс,,,,,,,,,,,,,
directions,(use) тевс нолдамосо сёрмадовкс,,,,,,,,,,,,,
director,дилектор; директор,,,,,,,,,,,,,
directory,кателог,,,,,,,,,,,,,
dirt,мода,,,,,,,,,,,,,
dirty,рудазов; рудаз потсо,,,,,,,,,,,,,
disability,важодемс амаштовомачи,,,,,,,,,,,,,
disabled,важодемс амаштовикс,,,,,,,,,,,,,
disadvantage,стакачи,,,,,,,,,,,,,
disagree,а прамс ве мельс (on something мезень коряскак),,,,,,,,,,,,,
disagreement,ве мельс апрамо,,,,,,,,,,,,,
disappear,ёматомс,,,,,,,,,,,,,
disappearance,ёмамо,,,,,,,,,,,,,
disappoint,коламс мельспаро (someone киньгак мельспаронзо),,,,,,,,,,,,,
disappointing,мельспаронь колыця,,,,,,,,,,,,,
disappointment,мельпаронь коламо,,,,,,,,,,,,,
disapproval,авадрякс ловома / путома,,,,,,,,,,,,,
disapprove,ловомс авадрякс / аёнкс,,,,,,,,,,,,,
disarm,саемс леднемапельть,,,,,,,,,,,,,
disarmament,леднемапелень ёртома,,,,,,,,,,,,,
disaster,катастрофа,,,,,,,,,,,,,
disastrous,катасрофань кондямо,,,,,,,,,,,,,
disband,лоткавтмс; путомс пе (вейсэндавксонтень),,,,,,,,,,,,,
disbelief,акемема,,,,,,,,,,,,,
disc,диск,,,,,,,,,,,,,
discharge,(medical) наволот-нолгат,,,,,,,,,,,,,
discharge,нолдамс (армиясто),,,,,,,,,,,,,
disciple,(Исусонь) тонавтниця,,,,,,,,,,,,,
discipline,дисциплина,,,,,,,,,,,,,
disclose,ливтемс лангс,,,,,,,,,,,,,
disclosure,лангс ливтема,,,,,,,,,,,,,
disco,дискотека,,,,,,,,,,,,,
discomfort,аёнксчи,,,,,,,,,,,,,
disconnect,керямс,,,,,,,,,,,,,
discontinue,лоткамс,,,,,,,,,,,,,
discount,вишкалгавтозь питне,,,,,,,,,,,,,
discourage,меремс аштемеде,,,,,,,,,,,,,
discover,панжомс; муемс,,,,,,,,,,,,,
discovery,панжовкс; муевкс,,,,,,,,,,,,,
discreet,визьксчамас асовавтыця; тактов,,,,,,,,,,,,,
discrepancy,авейкетьксчи,,,,,,,,,,,,,
discretion,такт,,,,,,,,,,,,,
discriminate,??лепштямс (against somebody ),,,,,,,,,,,,,
discrimination,??лепштямо,,,,,,,,,,,,,
discuss,кортнемс (something мездеяк),,,,,,,,,,,,,
discussion,кортнема,,,,,,,,,,,,,
disease,орма,,,,,,,,,,,,,
disgrace,визьксчама,,,,,,,,,,,,,
disgraceful,визьксчамань,,,,,,,,,,,,,
disguise,асодавиксэкс оршамс-наряжамс,,,,,,,,,,,,,
disgust,мельсатуема; нулгодема,,,,,,,,,,,,,
disgusting,мельсатуиця; уксномань кепсевтиця; нулгодькс,,,,,,,,,,,,,
dish,вакан; кедьгеть-вакант; кедьге,,,,,,,,,,,,,
dishonest,авидеойме,,,,,,,,,,,,,
dishwasher,посудань шлямо машина,,,,,,,,,,,,,
disk,диск,,,,,,,,,,,,,
dislocate,таркастонзо лисемс (эзне),,,,,,,,,,,,,
dismantle,калавтомс пельксэнь-пелькс,,,,,,,,,,,,,
dismiss,1. нолдамс (молемс) 2. панемс,,,,,,,,,,,,,
dismissal,(важодема таркасто) панема,,,,,,,,,,,,,
disobedience,акунсолома,,,,,,,,,,,,,
disobedient,акунсолыця,,,,,,,,,,,,,
disobey,а кунсоломс,,,,,,,,,,,,,
disorder,лувонь-ладонь коламочи,,,,,,,,,,,,,
disperse,срадомс,,,,,,,,,,,,,
displace,аравтомс аволь эсь таркава,,,,,,,,,,,,,
display,невтема; невтелма,,,,,,,,,,,,,
display,невтемс,,,,,,,,,,,,,
disprove,невтемс (мезеяк) авидекс,,,,,,,,,,,,,
dispute,пелькстамо,,,,,,,,,,,,,
dispute,пелькстамс,,,,,,,,,,,,,
disrespectful,ломанькс апутыця,,,,,,,,,,,,,
disrupt,явомс тевстэ; эцемс кинь юткс,,,,,,,,,,,,,
disruption,лоткавтома,,,,,,,,,,,,,
dissatisfied,мелень апак вите,,,,,,,,,,,,,
dissolve,1. соламс 2. солавтомс,,,,,,,,,,,,,
distance,1. васолкс 2. ютко,,,,,,,,,,,,,
distant,1. васолце 2. васолдонь 3. васолонь,,,,,,,,,,,,,
distinction,явовома,,,,,,,,,,,,,
distinguish,явомс (вейке лиятнень эйстэ),,,,,,,,,,,,,
distract,явомс тевстэ,,,,,,,,,,,,,
distraction,тевстэ явома,,,,,,,,,,,,,
distress,кажочи,,,,,,,,,,,,,
distribute,явшемс,,,,,,,,,,,,,
distribution,явшема,,,,,,,,,,,,,
district,буе; ёнкс,,,,,,,,,,,,,
distrust,акемема,,,,,,,,,,,,,
distrust,а кемемс,,,,,,,,,,,,,
disturb,мешамс; явомс тевстэ,,,,,,,,,,,,,
disturbance,лувсто лиснема,,,,,,,,,,,,,
ditch,(чувозь) канал,,,,,,,,,,,,,
dive,чопавтомс (ведьс),,,,,,,,,,,,,
diver,чопавтниця,,,,,,,,,,,,,
diverse,эрьва кодамо,,,,,,,,,,,,,
diversion,1. лияв ветямо 2. шкань ютавтома,,,,,,,,,,,,,
divert,лияв ветямс,,,,,,,,,,,,,
divide,явомс (something мезеяк),,,,,,,,,,,,,
division,1. явокс 2. явома,,,,,,,,,,,,,
divorce,явома,,,,,,,,,,,,,
divorce,явомс (a couple мирдть-нить),,,,,,,,,,,,,
dizzy,прязо чаракадсь,,,,,,,,,,,,,
do,теемс,,,,,,,,,,,,,
dock,венчень лотксема тарка; пристань,,,,,,,,,,,,,
doctor,(medical) ормаменстиця; врач,,,,,,,,,,,,,
document,документ; паспорт; конёв,,,,,,,,,,,,,
dog,киска; пине,,,,,,,,,,,,,
doll,няка,,,,,,,,,,,,,
dolphin,дельфин,,,,,,,,,,,,,
domestic,1. кудо(нь) (animal ракша) 2. кудоютконь (work тевть),,,,,,,,,,,,,
dominant,(мезень) лангсо покш,,,,,,,,,,,,,
dominate,улемс покшокс (лангсо),,,,,,,,,,,,,
donate,казнемс,,,,,,,,,,,,,
donation,казне,,,,,,,,,,,,,
donkey,ишме; осёл,,,,,,,,,,,,,
door,кенкш,,,,,,,,,,,,,
dormitory,вейсэнь эрямо кудо; общежитие,,,,,,,,,,,,,
dosage,доза,,,,,,,,,,,,,
double,кавонзазь,,,,,,,,,,,,,
double-decker,кавто этажосо бус,,,,,,,,,,,,,
doubt,кавтолдома,,,,,,,,,,,,,
doubt,кавтолдомс; а кемемс,,,,,,,,,,,,,
doubtful,кавтолдовиця,,,,,,,,,,,,,
dough,1. чапакс 2. ярмак (сленг),,,,,,,,,,,,,
dove,гулька,,,,,,,,,,,,,
down,(off a bird нармунень) пух,,,,,,,,,,,,,
down,алов,,,,,,,,,,,,,
downfall,(crash) каладома,,,,,,,,,,,,,
downstairs,ало этажсо; ало этажос,,,,,,,,,,,,,
downstream,алов ведть; ведень чудеманть мельга,,,,,,,,,,,,,
downtown,ош куншка,,,,,,,,,,,,,
dowry,приданка,,,,,,,,,,,,,
dozen,дюжина,,,,,,,,,,,,,
drag,ускомс (масторга),,,,,,,,,,,,,
dragon,инегуй,,,,,,,,,,,,,
dragonfly,салмукссалы,,,,,,,,,,,,,
drain,(water) чудевтема; (ведень) нолдамо,,,,,,,,,,,,,
drain,чудевтемс; нолдамс ведь,,,,,,,,,,,,,
drama,драма,,,,,,,,,,,,,
drastic,крута,,,,,,,,,,,,,
draw,(write) артомс; рисовамс,,,,,,,,,,,,,
drawing,артовкс; рисовавкс,,,,,,,,,,,,,
dream,он,,,,,,,,,,,,,
dream,онсто неемс,,,,,,,,,,,,,
dress,платия,,,,,,,,,,,,,
dress,оршамс,,,,,,,,,,,,,
dressing,(medical) ранань тапаравкс,,,,,,,,,,,,,
drill,бурав,,,,,,,,,,,,,
drill,пелемс (буравсо),,,,,,,,,,,,,
drink,симемапель,,,,,,,,,,,,,
drink,симемс,,,,,,,,,,,,,
drip,петнявкс,,,,,,,,,,,,,
drip,петнямс,,,,,,,,,,,,,
drive,1. панемс (стада) 2. ветямс (машина),,,,,,,,,,,,,
driver,машинань ветиця,,,,,,,,,,,,,
driving licence,ветямо прават,,,,,,,,,,,,,
drop,1. прамс 2. правтомс,,,,,,,,,,,,,
drought,коське ие; коське шка,,,,,,,,,,,,,
drown,1. ваямс (куломс) 2. ваявтомс,,,,,,,,,,,,,
drug,ормаменькс,,,,,,,,,,,,,
druggist,аптекарь; ормаменькстеи,,,,,,,,,,,,,
drugstore,аптека; ормаменькскудо,,,,,,,,,,,,,
drum,барабан,,,,,,,,,,,,,
drummer,барабанщик,,,,,,,,,,,,,
drunk,иредезь; иредьстэ,,,,,,,,,,,,,
dry,коське,,,,,,,,,,,,,
dry,1. коськемс 2. костямс,,,,,,,,,,,,,
dryness,коськечи,,,,,,,,,,,,,
duchess,??герцогиня,,,,,,,,,,,,,
duck,яксярго; шенже,,,,,,,,,,,,,
dumb,(stupid) превтеме,,,,,,,,,,,,,
dune,дюна,,,,,,,,,,,,,
dungeon,пекстамо тарка; тюрма,,,,,,,,,,,,,
dunk,навомс,,,,,,,,,,,,,
duplicate,копия,,,,,,,,,,,,,
duplicate,теемс копия,,,,,,,,,,,,,
duplication,копиянь теема,,,,,,,,,,,,,
durability,цидярдома,,,,,,,,,,,,,
durable,цидярдыця,,,,,,,,,,,,,
duration,кувалмо,,,,,,,,,,,,,
during,пингстэ,,,,,,,,,,,,,
dusk,сундерькс,,,,,,,,,,,,,
dust,пуль,,,,,,,,,,,,,
dusty,пулев,,,,,,,,,,,,,
duty,1. (obligation) тонавтовиця тев 2. (tax) каявкс,,,,,,,,,,,,,
dye,артомапель,,,,,,,,,,,,,
dye,артомс,,,,,,,,,,,,,
dynamo,динамо,,,,,,,,,,,,,
December,ацамков; ацамоков; кемкавтовоце ков,,,,,,,,,,,,,
each,эрьва,,,,,,,,,,,,,
each other,вейке-вейке,,,,,,,,,,,,,
eager,мелень путозь теиця,,,,,,,,,,,,,
eagle,куцькан; тумоатякш,,,,,,,,,,,,,
ear,пиле,,,,,,,,,,,,,
earlobe,пилепоте,,,,,,,,,,,,,
early,1. валске мартонь 2. шкадо икелень,,,,,,,,,,,,,
earn,тевень коряс получамс,,,,,,,,,,,,,
earring,пилекс,,,,,,,,,,,,,
earth,мода; мастор,,,,,,,,,,,,,
earthquake,модасорадкс; модасорнома,,,,,,,,,,,,,
ease,шождачи,,,,,,,,,,,,,
east,чилисема; чилисема ёнкс,,,,,,,,,,,,,
eastern,чилесемань,,,,,,,,,,,,,
eastwards,чилисемав,,,,,,,,,,,,,
easy,шожда,,,,,,,,,,,,,
eat,1. (process) ярсамс 2. (completed action) сэвемс,,,,,,,,,,,,,
echo,вайгельсульть; кайте,,,,,,,,,,,,,
eclipse,1. чинь ёмамо 2. ковонь ёмамо,,,,,,,,,,,,,
ecology,экология,,,,,,,,,,,,,
economic,экономиянь,,,,,,,,,,,,,
economy,экономия,,,,,,,,,,,,,
edge,чире,,,,,,,,,,,,,
edit,теемс редакция,,,,,,,,,,,,,
editor,редактор,,,,,,,,,,,,,
educate,тонавтомс-кастомс,,,,,,,,,,,,,
education,тонавтнема,,,,,,,,,,,,,
eel,гуйкал,,,,,,,,,,,,,
effect,мейлекс; савкс,,,,,,,,,,,,,
effective,эффективной; виев,,,,,,,,,,,,,
efficiency,эффективность,,,,,,,,,,,,,
efficient,эффективной,,,,,,,,,,,,,
effort,виень путома,,,,,,,,,,,,,
egg,(нармунень; гуень; калонь) ал,,,,,,,,,,,,,
eight,кавксо,,,,,,,,,,,,,
eighteen,кемгавксово,,,,,,,,,,,,,
eighth,кавксоце,,,,,,,,,,,,,
eighty,кавксоньгемень,,,,,,,,,,,,,
eject,ёртомс,,,,,,,,,,,,,
elaborate,деталь марто,,,,,,,,,,,,,
elbow,кенере пакарь,,,,,,,,,,,,,
elder,покш,,,,,,,,,,,,,
elder,(person) покш,,,,,,,,,,,,,
elect,кочкамс,,,,,,,,,,,,,
election,кочкамот,,,,,,,,,,,,,
electric,электрикань; электрической,,,,,,,,,,,,,
electricity,тол; электричества,,,,,,,,,,,,,
elegance,элегантность,,,,,,,,,,,,,
elegant,элегантной,,,,,,,,,,,,,
element,элемент,,,,,,,,,,,,,
elephant,слон,,,,,,,,,,,,,
elevation,сэрь,,,,,,,,,,,,,
elevator,лифт,,,,,,,,,,,,,
eleven,кевейкее,,,,,,,,,,,,,
eligible,кочкавикс,,,,,,,,,,,,,
eliminate,нардамс; ёртомс,,,,,,,,,,,,,
else,лия,,,,,,,,,,,,,
elude,орголемс,,,,,,,,,,,,,
elusive,орголиця,,,,,,,,,,,,,
embargo,эмбарго,,,,,,,,,,,,,
embark,совамс (венчс; менель венчс),,,,,,,,,,,,,
embarrass,визделгавтомс,,,,,,,,,,,,,
embarrassing,визделгавтыця,,,,,,,,,,,,,
embarrassment,визделгадома,,,,,,,,,,,,,
embassy,кучолкс кудо; посольства,,,,,,,,,,,,,
embezzle,саламс (фирмасо важодиця),,,,,,,,,,,,,
emblem,эмблема,,,,,,,,,,,,,
embrace,кутмордамс,,,,,,,,,,,,,
embryo,эмбрион; чачикс,,,,,,,,,,,,,
emerge,лисемс,,,,,,,,,,,,,
emergency,зыян; авария,,,,,,,,,,,,,
emigrant,масторкады,,,,,,,,,,,,,
emigrate,кадомс масторонть,,,,,,,,,,,,,
emigration,масторкадома,,,,,,,,,,,,,
emotion,ёжомарямо,,,,,,,,,,,,,
emotional,ёжомарямонь,,,,,,,,,,,,,
emperor,инеазор,,,,,,,,,,,,,
emphasis,тешкстамо,,,,,,,,,,,,,
emphasize,тешкстамс,,,,,,,,,,,,,
empire,инязормастор,,,,,,,,,,,,,
employ,саемс важодеме,,,,,,,,,,,,,
employee,важодиця,,,,,,,,,,,,,
employer,тевень максыця,,,,,,,,,,,,,
employment,тевень максома,,,,,,,,,,,,,
empty,чаво,,,,,,,,,,,,,
empty,чамдомс,,,,,,,,,,,,,
enable,лездамс,,,,,,,,,,,,,
encircle,саемс кирьксс,,,,,,,,,,,,,
enclose,совавтомс; путомс (потс),,,,,,,,,,,,,
enclosure,(land) пирявкс,,,,,,,,,,,,,
encounter,ванстома,,,,,,,,,,,,,
encounter,вастомс,,,,,,,,,,,,,
encourage,меремс (теемеде),,,,,,,,,,,,,
encouragement,(теемеде) мерема,,,,,,,,,,,,,
end,пе; маштома,,,,,,,,,,,,,
endanger,совавтомс; зыяндо пелемачи,,,,,,,,,,,,,
endeavour,бажамо; снартнема,,,,,,,,,,,,,
endless,певтеме,,,,,,,,,,,,,
endorse,(approve) пшкадемс (мезень) кисэ,,,,,,,,,,,,,
endorsement,1. (approval) (мезень) кисэ пшкадема 2. (check) (чекс) кедень путома,,,,,,,,,,,,,
endurance,кирдема; цидярдома,,,,,,,,,,,,,
endure,цидярдомс; кирдемс,,,,,,,,,,,,,
enemy,ят; душман,,,,,,,,,,,,,
energy,энергия,,,,,,,,,,,,,
enforce,топавтомс,,,,,,,,,,,,,
engagement,(marry) ладямо,,,,,,,,,,,,,
engine,мотор,,,,,,,,,,,,,
engineer,инженёр,,,,,,,,,,,,,
engrave,гравировамс,,,,,,,,,,,,,
enjoy,паро мельсэ (+ теемавал),,,,,,,,,,,,,
enjoyable,мельспаронь кандыця,,,,,,,,,,,,,
enjoyment,мельспаро,,,,,,,,,,,,,
enlarge,покшолгавтомс,,,,,,,,,,,,,
enlargement,покшолгавтома,,,,,,,,,,,,,
enormous,покштояк покш,,,,,,,,,,,,,
enough,сатышка,,,,,,,,,,,,,
enrol,сёрмадстомс пря (школав),,,,,,,,,,,,,
enrolment,прянь сёрмадстома,,,,,,,,,,,,,
ensure,кемекстамс,,,,,,,,,,,,,
enter,совамс,,,,,,,,,,,,,
entertain,мель витемс,,,,,,,,,,,,,
entertainment,мелень витема,,,,,,,,,,,,,
enthusiasm,мелень путомачи,,,,,,,,,,,,,
enthusiastic,мелень путыця,,,,,,,,,,,,,
entire,весе; цела,,,,,,,,,,,,,
entirely,овсе; тунь,,,,,,,,,,,,,
entrance,совамо тарка,,,,,,,,,,,,,
entry,совамо,,,,,,,,,,,,,
envelope,сёрмалангакс; конверт,,,,,,,,,,,,,
envious,сельмтне сиядыть,,,,,,,,,,,,,
environment,пертьпелькс,,,,,,,,,,,,,
envy,сельмень сиядома; сельмень сявадома.― v.,,,,,,,,,,,,,
epidemic,кезов,,,,,,,,,,,,,
equal,вейкеть,,,,,,,,,,,,,
